gene	core	inter	rare	total_presence	truncation_assignments	gene_class	label	fill	means
group_10401	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0103602952247599
group_1104	0	1	11	12	normal	Varied	12/47	Intermediate and rare	0.0650456766052019
group_9402*	0	6	8	14	normal	Varied	14/47	Intermediate and rare	0.196199688800946
group_11866	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0505679033411371
group_1806	0	0	11	11	common variant (long)	Rare	11/47	Multi-cluster rare	0.0193371183486268
group_3944*	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.0226774437569588
group_3944**	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0213752028646763
group_6654	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0371824827309489
group_3677	0	0	10	10	common variant (long)	Rare	10/47	Multi-cluster rare	0.0423534951096687
group_11873	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0498192809115204
group_8887	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0220446742275111
group_6135	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00749160933315335
group_1531*	0	0	14	14	normal	Rare	14/47	Multi-cluster rare	0.0265714885094489
group_6224*	0	1	6	7	normal	Varied	7/47	Intermediate and rare	0.0830030020879855
group_14514	0	1	6	7	common variant (long)	Varied	7/47	Intermediate and rare	0.0289135015753947
group_5813	1	1	12	14	normal	Varied	14/47	Core, intermediate and rare	0.0944842341283949
group_1761	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0457679245625053
group_5632*	1	1	6	8	normal	Varied	8/47	Core, intermediate and rare	0.161620523119165
group_1818*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.05268660632297
group_2034	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0277060689617619
group_2399*	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.034649548595038
group_2015	0	2	9	11	normal	Varied	11/47	Intermediate and rare	0.0756293629235579
group_3243	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.0266520205629765
group_3795*	0	2	14	16	normal	Varied	16/47	Intermediate and rare	0.0733781975157528
group_4564	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0318651474311852
group_3813	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0197358790876905
group_7992	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0233408363788111
group_5481	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0136061661527234
group_5485**	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0142448560587497
group_3990**	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.0190674368921122
group_4351	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.0190674368921122
group_6048**	0	0	4	4	normal	Rare	4/47	Multi-cluster rare	0.0136653525046382
group_3958*	0	2	9	11	normal	Varied	11/47	Intermediate and rare	0.0545579003459639
group_3795**	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.016494987777864
group_6866	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.030297618139172
group_3411	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0286445510085445
group_3843	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.024412546728719
group_4140****	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0745786982481843
group_2867	0	2	9	11	normal	Varied	11/47	Intermediate and rare	0.0563118159059584
group_5829*	0	2	5	7	normal	Varied	7/47	Intermediate and rare	0.0690229870144783
group_3434	0	2	5	7	normal	Varied	7/47	Intermediate and rare	0.0690229870144783
group_5832*	0	2	5	7	normal	Varied	7/47	Intermediate and rare	0.0743139923054836
group_918	0	2	6	8	normal	Varied	8/47	Intermediate and rare	0.0722182601590909
group_3224*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0331837233768705
group_3828	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.0324055741613577
group_3243*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0248365457820593
group_3753	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0196630194454163
group_5175	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0215846967250487
group_6230*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0147918655467373
group_2360*	0	1	10	11	normal	Varied	11/47	Intermediate and rare	0.0468810657874792
group_5809	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0175947146844135
group_4363	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0196934598211333
group_1930	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.0177127781598123
group_4333	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0270147285664527
group_8022*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0258653032790964
group_3122*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.021300442852167
group_4462*	0	1	4	5	common variant (short)	Varied	5/47	Intermediate and rare	0.0412819454019633
group_3385***	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.0364926307840572
group_10416*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0230169517003373
group_2662**	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.024575234164933
group_4394	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0262018954904158
group_2857	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.0114418539660162
group_10953	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0155180671342616
group_8085	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0167510114051806
group_5572	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0190599152218627
wbbD_2	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.0694382771461879
group_7684*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0200352884383709
group_10246	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0186464151599313
group_2731*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.044558987723769
group_1837*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0440080235364411
group_2831*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.044558987723769
group_2682	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.044558987723769
group_2864	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.044558987723769
group_11979	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0354511908416774
group_8303	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0202139321261578
group_9769*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0371515803163616
haeIIIM	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.02582203799321
group_12061	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0272016643763549
group_3893*****	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0272016643763549
group_4158**	0	0	12	12	normal	Rare	12/47	Multi-cluster rare	0.0123605177006047
group_7528**	0	0	12	12	normal	Rare	12/47	Multi-cluster rare	0.0123228453620246
traJ_1	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.0254605021958074
group_2826	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.0240787616152821
group_6931	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00420250218520796
group_10551	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0223830223725202
group_9443	0	1	11	12	normal	Varied	12/47	Intermediate and rare	0.0366333445928286
group_3232	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.029307100945032
group_8954	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0154184669796331
group_5516*	0	8	9	17	normal	Varied	17/47	Intermediate and rare	0.221292180507046
group_3531	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.0291412728435862
group_2539	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0309505487112647
group_8433	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0239196649124528
group_1752	0	0	5	5	common variant (short)	Rare	5/47	Multi-cluster rare	0.022203257713639
nucH	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0214743158091485
group_10910	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0119863050230645
group_3899*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0191019202748044
group_8312	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0150962528705475
group_10400	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0118747556617086
groL_2	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0118747556617086
group_10402	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0118747556617086
yokD	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0118747556617086
group_8447	0	2	8	10	normal	Varied	10/47	Intermediate and rare	0.0479807809146964
traJ_2	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0121498226042262
group_4175*	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.0125594880855622
group_1953	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0439808843883612
group_3348	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0548071599577492
group_10503	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0074909407748167
group_11689**	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0169332729971073
group_2331	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0367972217700739
group_8022**	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0392349784102319
group_6448	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0397859425975597
group_6449*	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0397859425975597
group_8026	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0397859425975597
group_7903*	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0397859425975597
group_6453	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0397859425975597
group_7901**	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0397859425975597
group_5494	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0172661753888332
group_6707	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0200523190908246
group_8728	0	2	7	9	normal	Varied	9/47	Intermediate and rare	0.0784667467450117
group_11352	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0369716902235453
group_3435**	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0237238269756821
group_5011	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0563436337334199
group_5012**	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0640359414257275
group_2116	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.010966527307304
group_11920	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.010966527307304
group_918*	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.0494356112172204
group_6560	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.0243854723053724
group_6357	0	1	9	10	normal	Varied	10/47	Intermediate and rare	0.04676161915451
group_4832	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0324011365390676
group_5954	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0279066847039955
group_9829	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0179893293320947
group_5311*	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0279066847039955
group_3506*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0205826020812369
group_7118	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0179077598169518
group_7461*	0	1	17	18	normal	Varied	18/47	Intermediate and rare	0.0452389777294576
group_3656****	0	1	12	13	common variant (long)	Varied	13/47	Intermediate and rare	0.0397104724693281
group_6629	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.0437767311334911
group_2287	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.0437767311334911
group_8678	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0226213563433742
group_8506	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0226213563433742
group_4111	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.021693899969762
group_3834	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0253202231415398
group_8551	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00777582906888839
group_2838	0	0	13	13	normal	Rare	13/47	Multi-cluster rare	0.043282535375715
group_7452*	0	0	13	13	normal	Rare	13/47	Multi-cluster rare	0.043282535375715
group_7868	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.0518185312100081
group_8688	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0394172202294896
group_2025	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00769702182689384
group_6824	0	0	4	4	normal	Rare	4/47	Multi-cluster rare	0.00462263354804203
group_4332**	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0222655386112619
group_5604*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0222655386112619
group_1606	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0222655386112619
group_4186*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00860932421861304
group_7247	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.0268267675210364
group_5568	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00620399168595625
group_1483	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.0217456971984638
group_4590	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0115564979300713
yraJ	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0145141196647089
rpnD	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.0276658037288277
group_1725	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0334249916072212
group_3166*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0215167847234761
group_8726	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0554791087309638
group_4379	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0554791087309638
group_12564	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0477868010386561
traD_1*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.017331228699941
traV_1*	0	0	4	4	normal	Rare	4/47	Multi-cluster rare	0.0189933293615988
group_2767*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00940417014677075
group_5813*	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.0184042160871752
group_4436	0	0	17	17	normal	Rare	17/47	Multi-cluster rare	0.0326697252993632
group_4562**	0	0	15	15	normal	Rare	15/47	Multi-cluster rare	0.0256902877458338
group_4479	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.0178389953793055
group_6315	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0127836497095406
group_6327	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0205916297306689
group_4650	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0169167738806865
group_10150	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0154266101682502
group_1233	0	0	5	5	common variant (short)	Rare	5/47	Multi-cluster rare	0.0175658764741779
group_2722*	0	4	5	9	common variant (long)	Varied	9/47	Intermediate and rare	0.164107333987465
group_4047*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0149284198572347
group_4369	0	1	6	7	common variant (short)	Varied	7/47	Intermediate and rare	0.0503473195710157
group_6422	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0761758469642257
group_7290***	0	0	16	16	normal	Rare	16/47	Multi-cluster rare	0.0449912276586903
group_3795***	0	0	5	5	common variant (short)	Rare	5/47	Multi-cluster rare	0.0168179835417788
group_9927*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00673387039332642
group_4003*	0	0	5	5	short variant	Rare	5/47	Multi-cluster rare	0.0309506492326355
group_7145*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0116417782347926
rpnA	1	0	8	9	normal	Varied	9/47	Core and rare	0.135518721379465
group_5248	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0227414779880682
group_4090*	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0523605060894879
group_4053	0	0	7	7	common variant (short)	Rare	7/47	Multi-cluster rare	0.0232640675107078
group_4529	0	0	7	7	normal	Rare	7/47	Multi-cluster rare	0.0379348255426126
group_4825	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0320662898031519
group_4123	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0144672768578898
group_3662*****	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.0132314742806906
group_6233	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0112496043783412
group_6975**	0	1	10	11	common variant (long)	Varied	11/47	Intermediate and rare	0.0666667319929966
group_11372	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00639614173223414
group_6355	0	0	5	5	common variant (short)	Rare	5/47	Multi-cluster rare	0.0168522417592806
group_3745	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0229208648112907
group_8225	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0375032775377599
group_10894	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00609476924647551
group_6155	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.0599427772370894
group_1388	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0432000070696617
vapD	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0432000070696617
group_5771	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00780188309020177
group_5458	0	0	5	5	common variant (short)	Rare	5/47	Multi-cluster rare	0.00960451641690022
group_6256	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0249250156104188
group_5307	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0251680558225266
group_3336	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0225458151901374
group_6835	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00642341594207987
group_6594***	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.0185804080463584
group_1328	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0159501039537103
group_4814*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0156577647373721
group_5356	0	0	8	8	common variant (short)	Rare	8/47	Multi-cluster rare	0.0212876882389711
group_5477	0	0	4	4	normal	Rare	4/47	Multi-cluster rare	0.0125016844793278
group_7020*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.00593343598054279
group_4135	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0148334611505466
group_7431	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0233121123846123
group_4096	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0104289992517758
group_4062	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0141923138631958
group_1884	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0240410936872379
group_6996	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0147983744692564
group_4551*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0234817262267049
group_4548	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0281437308887096
group_4054	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0177674405124192
group_11530	0	0	5	5	common variant (short)	Rare	5/47	Multi-cluster rare	0.0170160835881311
group_4778	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0214721949873417
group_5668	1	2	5	8	common variant (long)	Varied	8/47	Core, intermediate and rare	0.369363830725702
group_11612	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0180238688680247
group_8644	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.051252716669848
group_7604	0	0	6	6	common variant (short)	Rare	6/47	Multi-cluster rare	0.0331351861552415
group_11856	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0145137636184332
group_1526*	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.0554481112922671
group_8888	0	1	5	6	normal	Varied	6/47	Intermediate and rare	0.0591278162983743
group_5600	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.018702504605903
group_2646	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0205049603973012
group_7482	0	1	9	10	normal	Varied	10/47	Intermediate and rare	0.0903449640504651
group_11937	0	1	9	10	normal	Varied	10/47	Intermediate and rare	0.053081032007102
group_5957**	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.038514332461316
group_2949	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0148663151073483
group_3818**	0	0	5	5	common variant (short)	Rare	5/47	Multi-cluster rare	0.0114031116441448
pinR*	1	1	14	16	common variant (long)	Varied	16/47	Core, intermediate and rare	0.0898356726780386
group_8211	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0558309328907441
group_4014	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0141260668083297
group_10897*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0145722187511871
repE_1	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0220237831365087
group_5649*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0240763195582851
group_6792	0	0	5	5	long variant	Rare	5/47	Multi-cluster rare	0.0122677510996687
group_4748*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0128492588480763
group_10269	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0171047912611637
group_5230*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0177859031613972
group_5259	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0170541932468264
group_5618	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0186852400134085
group_9971	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0158448852496536
group_2263*	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0372082305227034
group_5377	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.0301544138145792
group_2401**	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.115830976934409
group_9480	0	0	7	7	normal	Rare	7/47	Multi-cluster rare	0.0185608281238755
